"Uganda","Zambia","output_type","file_name","parm","quartile"
"-19 (-30 to -8)","-19 (-30 to -8)","100x incremental ATT, TBS1 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-27 (-38 to -17)","-27 (-38 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"19 (15 to 23)","19 (16 to 23)","100x deaths per child, SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, WHO v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"440 (216 to 685)","439 (205 to 688)","100x undiscounted LYS, WHO v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"445 (225 to 698)","444 (210 to 692)","100x undiscounted LYS, TBS1 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"400 (183 to 647)","400 (173 to 638)","100x undiscounted LYS, TBS2 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"5 (-76 to 93)","5 (-76 to 95)","100x undiscounted LYS, TBS1 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-39 (-161 to 58)","-39 (-163 to 62)","100x undiscounted LYS, TBS2 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-45 (-139 to 0)","-45 (-142 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"179 (88 to 279)","179 (84 to 281)","100x DALYs averted, WHO v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"181 (92 to 285)","182 (86 to 283)","100x DALYs averted, TBS1 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"163 (75 to 264)","163 (71 to 261)","100x DALYs averted, TBS2 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"2 (-31 to 38)","2 (-31 to 39)","100x DALYs averted, TBS1 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-16 (-66 to 24)","-16 (-67 to 25)","100x DALYs averted, TBS2 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-18 (-57 to 0)","-18 (-58 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"32 (26 to 39)","38 (30 to 45)","cost per child, SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"107 (98 to 116)","122 (113 to 132)","cost per child, WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"111 (104 to 119)","129 (121 to 138)","cost per child, TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"88 (76 to 99)","101 (87 to 114)","cost per child, TBS2","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"74 (64 to 85)","85 (72 to 98)","incremental cost, WHO v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"79 (69 to 89)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"55 (42 to 68)","64 (48 to 79)","incremental cost, TBS2 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-19 (-32 to -6)","-21 (-36 to -7)","incremental cost, TBS2 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"-24 (-35 to -14)","-28 (-40 to -16)","incremental cost, TBS2 v TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"16.94","19.33","ICER (no discounting), WHO v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"17.74","20.55","ICER (no discounting), TBS1 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"13.83","15.91","ICER (no discounting), TBS2 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"86.23","121.11","ICER (no discounting), TBS1 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"48.62","54.04","ICER (no discounting), TBS2 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"52.95","62.05","ICER (no discounting), TBS2 v TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"41.53","47.29","ICER, WHO v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"43.49","50.28","ICER, TBS1 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"33.89","38.92","ICER, TBS2 v SOC","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"211.4","296.24","ICER, TBS1 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"119.19","132.19","ICER, TBS2 v WHO","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"129.8","151.76","ICER, TBS2 v TBS1","tICERtable_c.s.reassessCXRxgastall_UQ.csv","c.s.reassessCXRxgastall","UQ"
"15 (8 to 22)","15 (8 to 22)","100x ATT per child, SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"63 (53 to 72)","63 (53 to 72)","100x ATT per child, WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"36 (27 to 45)","36 (27 to 45)","100x ATT per child, TBS2","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"12 (5 to 20)","12 (5 to 20)","% FP, SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"55 (45 to 66)","55 (45 to 66)","% FP, WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"32 (22 to 42)","32 (22 to 42)","% FP, TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"75 (53 to 94)","75 (53 to 94)","% FN, SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"21 (10 to 32)","21 (10 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-19 (-30 to -8)","-19 (-30 to -8)","100x incremental ATT, TBS1 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-27 (-38 to -17)","-27 (-38 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"19 (15 to 23)","19 (16 to 23)","100x deaths per child, SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, WHO v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"440 (216 to 685)","439 (205 to 688)","100x undiscounted LYS, WHO v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"445 (225 to 698)","444 (210 to 692)","100x undiscounted LYS, TBS1 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"400 (183 to 647)","400 (173 to 638)","100x undiscounted LYS, TBS2 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"5 (-76 to 93)","5 (-76 to 95)","100x undiscounted LYS, TBS1 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-39 (-161 to 58)","-39 (-163 to 62)","100x undiscounted LYS, TBS2 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-45 (-139 to 0)","-45 (-142 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"179 (88 to 279)","179 (84 to 281)","100x DALYs averted, WHO v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"181 (92 to 285)","182 (86 to 283)","100x DALYs averted, TBS1 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"163 (75 to 264)","163 (71 to 261)","100x DALYs averted, TBS2 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"2 (-31 to 38)","2 (-31 to 39)","100x DALYs averted, TBS1 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-16 (-66 to 24)","-16 (-67 to 25)","100x DALYs averted, TBS2 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-18 (-57 to 0)","-18 (-58 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"32 (26 to 39)","37 (30 to 45)","cost per child, SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"107 (98 to 115)","122 (112 to 132)","cost per child, WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"111 (104 to 119)","128 (120 to 137)","cost per child, TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"88 (76 to 99)","101 (87 to 114)","cost per child, TBS2","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"74 (63 to 85)","85 (72 to 97)","incremental cost, WHO v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"79 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"55 (42 to 68)","63 (48 to 78)","incremental cost, TBS2 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-19 (-32 to -7)","-21 (-36 to -7)","incremental cost, TBS2 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"-23 (-35 to -14)","-28 (-40 to -16)","incremental cost, TBS2 v TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"16.91","19.29","ICER (no discounting), WHO v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"17.67","20.48","ICER (no discounting), TBS1 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"13.77","15.86","ICER (no discounting), TBS2 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"83.34","118.15","ICER (no discounting), TBS1 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"48.73","54.16","ICER (no discounting), TBS2 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"52.72","61.79","ICER (no discounting), TBS2 v TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"41.44","47.19","ICER, WHO v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"43.32","50.1","ICER, TBS1 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"33.77","38.79","ICER, TBS2 v SOC","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"204.3","288.99","ICER, TBS1 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"119.47","132.48","ICER, TBS2 v WHO","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"129.23","151.15","ICER, TBS2 v TBS1","tICERtable_c.s.rrATT_LQ.csv","c.s.rrATT","LQ"
"15 (8 to 22)","15 (8 to 22)","100x ATT per child, SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"63 (53 to 72)","63 (53 to 72)","100x ATT per child, WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"36 (27 to 45)","36 (27 to 45)","100x ATT per child, TBS2","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"12 (5 to 20)","12 (5 to 20)","% FP, SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"55 (45 to 66)","55 (45 to 66)","% FP, WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"32 (22 to 42)","32 (22 to 42)","% FP, TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"75 (53 to 94)","75 (53 to 94)","% FN, SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"21 (10 to 32)","21 (10 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-19 (-30 to -8)","-19 (-30 to -8)","100x incremental ATT, TBS1 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-27 (-38 to -17)","-27 (-38 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"19 (15 to 23)","19 (16 to 23)","100x deaths per child, SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, WHO v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"440 (216 to 685)","439 (205 to 688)","100x undiscounted LYS, WHO v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"445 (225 to 698)","444 (210 to 692)","100x undiscounted LYS, TBS1 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"400 (183 to 647)","400 (173 to 638)","100x undiscounted LYS, TBS2 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"5 (-76 to 93)","5 (-76 to 95)","100x undiscounted LYS, TBS1 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-39 (-161 to 58)","-39 (-163 to 62)","100x undiscounted LYS, TBS2 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-45 (-139 to 0)","-45 (-142 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"179 (88 to 279)","179 (84 to 281)","100x DALYs averted, WHO v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"181 (92 to 285)","182 (86 to 283)","100x DALYs averted, TBS1 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"163 (75 to 264)","163 (71 to 261)","100x DALYs averted, TBS2 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"2 (-31 to 38)","2 (-31 to 39)","100x DALYs averted, TBS1 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-16 (-66 to 24)","-16 (-67 to 25)","100x DALYs averted, TBS2 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-18 (-57 to 0)","-18 (-58 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"32 (26 to 39)","37 (30 to 45)","cost per child, SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"107 (98 to 115)","122 (112 to 132)","cost per child, WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"111 (104 to 119)","128 (120 to 137)","cost per child, TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"88 (76 to 99)","101 (87 to 114)","cost per child, TBS2","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"74 (63 to 85)","85 (72 to 97)","incremental cost, WHO v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"79 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"55 (42 to 68)","63 (48 to 78)","incremental cost, TBS2 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-19 (-32 to -7)","-21 (-36 to -7)","incremental cost, TBS2 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"-23 (-35 to -14)","-28 (-40 to -16)","incremental cost, TBS2 v TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"16.91","19.3","ICER (no discounting), WHO v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"17.67","20.48","ICER (no discounting), TBS1 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"13.78","15.86","ICER (no discounting), TBS2 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"83.22","118.06","ICER (no discounting), TBS1 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"48.76","54.18","ICER (no discounting), TBS2 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"52.72","61.8","ICER (no discounting), TBS2 v TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"41.45","47.2","ICER, WHO v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"43.32","50.1","ICER, TBS1 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"33.77","38.79","ICER, TBS2 v SOC","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"204","288.77","ICER, TBS1 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"119.52","132.52","ICER, TBS2 v WHO","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"129.24","151.16","ICER, TBS2 v TBS1","tICERtable_c.s.rrATT_UQ.csv","c.s.rrATT","UQ"
"15 (8 to 22)","15 (8 to 22)","100x ATT per child, SOC","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"63 (53 to 72)","63 (53 to 72)","100x ATT per child, WHO","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"36 (27 to 45)","36 (27 to 45)","100x ATT per child, TBS2","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"12 (5 to 20)","12 (5 to 20)","% FP, SOC","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"55 (45 to 66)","55 (45 to 66)","% FP, WHO","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"32 (22 to 42)","32 (22 to 42)","% FP, TBS1","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"75 (53 to 94)","75 (53 to 94)","% FN, SOC","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"21 (10 to 32)","21 (10 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"-19 (-30 to -8)","-19 (-30 to -8)","100x incremental ATT, TBS1 v WHO","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
"-27 (-38 to -17)","-27 (-38 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_c.s.rsATT_LQ.csv","c.s.rsATT","LQ"
